RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.110979929,53,0,0.353621291,4583,14,0,2,0,0
0.225443639,33,0,0.446614583,1535,4,0,0,0,1
0.9999999,21,0,0.133244504,1500,1,0,0,0,0
0.178411663,33,0,0.59377893,5400,10,0,3,0,1
0.418740607,43,1,0.600093327,15000,15,0,3,0,1
0.582483503,34,1,0.090953426,4100,2,0,0,0,0
2.641791045,35,1,0.194451387,4000,5,1,0,3,0
0.021355081,62,0,0.156768002,14900,8,0,2,0,0
0.03447066,41,0,1841,5400,2,0,1,0,0
1.027746532,37,1,0.670195871,5666,9,0,2,0,2
0.026680849,74,0,0.335466784,4530,7,0,1,0,0
0.022479749,57,0,0.181425097,11100,9,0,1,0,1
0.199945737,53,0,0.403449569,8000,13,0,1,0,1
0.0278405,67,0,0.089258522,8536,7,0,1,0,0
0.379517212,43,0,0.02871683,2750,3,0,0,0,0
1.021617133,50,3,0.514727185,12425,17,0,3,4,0
0.001991204,73,0,0.122454484,7414,12,0,0,0,0
0.138990477,41,0,0.321519831,9000,5,0,1,0,0
0.143781241,38,4,0.311217184,4189,7,0,0,2,3
0.256653965,39,0,778,0,5,0,0,0,0
0.9999999,62,2,2917,5400,5,0,2,1,3
0.128303995,39,0,0.330572401,6760,10,0,1,0,3
0.120082453,35,0,0.635257302,2875,7,0,1,0,0
1.052631579,24,0,0.05994006,1000,2,0,0,0,0
0.077386071,33,1,0.977502812,2666,20,0,1,0,1
0.040035554,71,0,0.111080255,3600,6,0,0,0,0
0.025324892,31,1,0.000285673,7000,1,0,0,0,0
0,36,0,1.950029394,1700,9,0,3,0,2
1.025750603,61,3,0.336665334,2500,8,1,0,1,0
0.128874845,37,0,0.225129145,6000,8,0,2,0,3
0,43,0,0.209966134,6200,7,0,1,0,2
0.941446071,46,0,0.273265196,3717,5,0,0,0,2
0.9999999,40,1,1354,5400,3,1,2,0,0
0.009999355,43,0,0.061971023,6970,4,0,0,0,1
0.142792266,48,0,0.410172011,9417,12,0,1,0,0
0,41,0,0.250774923,10000,7,0,2,0,3
0.009999687,71,0,8,5400,11,0,0,0,0
0.9999999,57,0,0.23826087,2874,3,0,1,0,0
0.033042261,60,0,0.271246965,7000,21,0,2,0,0
0.065221828,72,0,48,5400,6,0,0,0,0
0.254727859,52,0,0.16720632,7720,11,0,0,0,0
0,66,0,3999,5400,7,0,2,0,0
0.883186136,48,0,0.864567332,3905,6,0,2,0,0
0,25,1,0.090181964,5000,4,0,0,0,0
0.059482369,78,1,1385,5400,17,0,1,0,0
0.9999999,47,0,0.286445013,4300,5,1,0,0,1
0.579569206,46,3,0.555768381,6786,14,0,2,0,3
0.609404352,46,0,0.463568248,9208,8,0,2,0,2
0.155966018,43,0,0.655652584,4236,13,0,1,0,2
0.229057399,27,0,0.220259913,3000,10,0,0,0,0
0.112962851,39,0,4053,5400,2,0,1,0,0
0.142897383,68,0,0.385422419,9054,7,0,2,0,0
0.120244349,69,0,0.473031967,7100,8,0,2,0,1
0,40,0,0.903654485,300,6,0,0,0,3
0.014917816,40,2,2577,5400,17,0,1,0,1
0.01719785,62,0,0.416739236,10334,13,0,2,0,0
0.172924017,66,0,0.589343247,4034,14,0,2,0,0
0.340424597,52,0,0.300752724,8900,5,0,1,0,3
1.015126958,41,2,0.523743405,3600,4,1,1,1,1
0.9999999,55,0,41,5400,0,0,0,0,1
0.427724544,40,0,0.503490205,4440,5,1,1,0,1
0.343245725,44,0,0.585512216,4665,13,0,1,0,1
0.784699627,40,1,0.105986752,8000,5,0,0,0,0
0.480806055,82,0,0.52194035,5833,11,0,1,0,0
0.202174961,53,0,1788,5400,7,0,1,0,2
0,46,0,1925,5400,9,0,1,0,0
0.054263566,70,0,0.423995341,6867,9,0,3,0,0
0.42477622,50,1,0.580278129,8700,12,0,2,0,2
0.05674818,32,1,0.856535866,4000,10,1,1,1,0
0.337676066,88,0,1657,5400,8,0,1,0,0
0.864305099,41,0,0.309335874,7347,5,0,1,0,2
0,84,0,0.183877415,1500,7,0,0,0,0
0.9999999,41,0,0,7500,1,0,0,0,1
0.466961087,30,0,0.061195104,4166,3,0,0,0,0
0.158455393,50,0,737,5400,3,0,0,0,0
0.025770503,71,0,352,0,10,0,1,0,0
0.048491663,38,0,0.52308627,3291,9,0,1,0,1
0,66,0,0,5400,1,0,0,0,0
0.844524277,65,0,2262,5400,6,0,1,0,1
0.225737246,65,1,3447,5400,11,0,2,0,1
0.595717448,46,0,0.279252991,6853,6,0,1,0,2
0.580865086,39,1,0.354669334,7998,9,0,3,1,3
0.012521958,57,0,0.369647594,15833,7,0,2,0,0
0.838959212,63,1,0.901498929,1400,6,1,1,1,0
0.081138226,48,0,810,5400,5,0,1,0,0
0.904004571,40,0,0.455777921,7744,7,0,1,0,0
0.065586554,67,1,0.100807382,4334,13,0,1,0,0
0.012531662,66,0,4,5400,3,0,0,0,0
0.293142671,67,0,0.224866391,9916,4,0,1,0,0
0,53,0,3439,5400,6,0,2,0,1
0.033046832,54,1,1256,5400,11,0,1,0,0
0.043743039,45,0,1638,5400,8,0,1,0,0
0.057203991,56,0,3009,5400,8,0,2,0,0
0.082758106,61,0,0.24905225,6066,8,0,1,0,1
0.307763433,44,0,0.222474461,6166,7,0,1,0,2
0.666212163,44,0,0.223764431,7708,7,0,2,0,1
0.019232539,75,0,0.009239298,3246,4,0,0,0,0
0.078990126,23,0,0.06156406,600,5,0,0,0,0
0.017199509,61,0,0.003042082,5916,5,0,0,0,0
0.04535031,45,0,0.012284544,10500,15,0,0,0,0
0.016657781,74,0,2296,5400,14,0,1,0,0
0.199171809,64,1,0.357554088,16500,12,0,1,0,2
1.069883527,41,3,0.212540193,3109,6,1,0,0,3
0.04834223,56,0,0.398814712,5736,10,1,1,0,0
0.630845638,72,0,0.320668476,7000,10,0,1,0,1
0.09854044,59,0,36,0,2,0,0,0,0
0.075737331,58,0,161,5400,9,0,0,0,0
0.165409711,57,1,0.14464256,6000,7,0,1,0,0
1.004644562,32,0,258,5400,2,0,0,0,0
0.9999999,28,0,0.008283348,3500,0,0,0,0,0
0.054434367,61,0,0.115904408,37366,10,0,1,0,0
0.197837032,37,0,0.391953546,4821,8,0,1,0,3
0.000143789,44,0,0.061878642,5833,18,0,0,0,0
0,53,0,0.207016742,17500,8,0,2,0,3
0.577940836,57,0,0.440472411,15748,20,0,2,0,0
0.129782284,43,0,3674,5400,10,0,2,0,0
0.275825672,64,0,0.167620454,10833,6,0,1,0,1
0,44,0,1979,5400,6,0,1,0,0
0.015596881,33,0,0.278509768,2200,7,0,0,0,1
0.328725829,51,2,0.251553867,5791,7,0,2,0,0
0.020715538,65,0,0.003570918,7000,3,0,0,0,0
0.037892742,47,0,0.905354366,4500,10,0,2,0,2
0.84698193,40,0,2.840399002,400,6,0,1,0,2
0.013999222,54,1,0.006357856,1100,5,0,0,0,0
0.044119086,51,0,0.356069218,7916,13,0,1,0,0
0.073650093,55,0,0.022762227,3250,3,0,0,0,0
0.9999999,60,0,0,1100,0,0,0,0,0
0.119745286,59,2,0.308160707,16750,8,0,1,0,0
0.095103746,64,0,0.359456218,2500,3,0,1,0,0
0.159743884,38,0,0.153102605,18000,12,0,1,0,2
0.205691429,37,0,0.25077698,9330,12,0,1,0,2
0.832137781,48,0,2337,5400,10,0,1,0,1
0.008288705,64,0,0.002893975,3800,2,0,0,0,0
0.19518586,62,0,0.512058329,5348,15,0,1,0,1
0.252385841,60,0,0.709258148,5000,3,0,1,0,0
0,72,0,0.195631825,3204,6,0,1,0,0
0.078909777,39,0,0.440504712,6260,11,0,2,0,1
0.011412057,78,0,43,5400,9,0,0,0,0
0.001913839,84,0,0.038314176,260,17,0,0,0,0
0.254273375,82,0,0.377517498,7000,19,0,1,0,0
0.947052947,27,0,28,5400,1,0,0,0,0
0.13310023,55,0,1499,5400,9,0,1,0,1
0.038756058,61,0,0.00886918,7666,13,0,0,0,0
0.641143502,30,0,0.647741475,5600,6,0,2,0,0
0.9999999,54,0,0.335213033,6383,3,0,2,0,0
0,45,0,0.454243848,3616,4,0,1,0,0
0,52,0,0.133304243,9166,11,0,2,0,0
0.438829304,32,0,0.566084788,400,3,0,0,0,0
0.033166052,46,0,0.299639341,10258,6,0,2,0,2
0.001066619,79,0,0.196901549,4001,5,0,1,0,1
0.056641828,51,0,0.716446125,4760,11,0,2,0,0
0.052738205,67,0,0.008314048,11666,3,0,0,0,0
0.20854397,49,0,0.080821248,6136,3,0,0,0,2
0.9999999,55,0,0,727,1,0,0,1,0
0.695307636,46,1,0.527368158,4000,8,0,0,0,2
0.01064319,51,0,0.209096859,3055,9,0,1,0,0
0.059281627,31,1,0.121360474,7761,15,0,2,0,0
0.006818106,51,0,0.374577778,11249,17,0,1,0,1
0.842196783,58,3,2612,5400,14,1,2,1,0
0.199990477,43,0,0.427212875,4100,5,0,2,0,0
0.857785554,51,0,0.335458068,8000,6,0,1,0,2
0.036562266,79,0,0.0427716,1168,2,0,0,0,0
0.026067707,70,0,0.154230632,2800,4,0,0,0,0
0.030134572,51,0,685,5400,6,0,0,0,1
0.534616346,41,0,0.051985147,3500,3,0,0,0,0
0.9999999,23,0,0,929,2,0,0,0,0
0.461611334,63,0,3601,5400,11,0,1,0,0
0.406791624,36,0,577,5400,6,0,0,0,0
0,60,0,0.460108074,12583,13,0,3,0,2
0.025366829,57,0,0.589366984,4833,16,0,1,0,0
0.483412729,34,0,0.382907543,6575,9,0,2,0,0
0.063055341,64,0,0.046492251,6000,5,0,0,0,0
0.862713729,25,0,0.274362819,2000,3,0,0,0,0
0.00957951,56,0,0.000567905,12325,3,0,0,0,0
0,41,0,0.459222886,4683,5,0,1,0,1
0.9999999,53,0,0.104677566,4403,2,0,0,0,0
0.050895701,48,1,0.539373031,6666,20,0,1,0,2
0.091381005,41,0,0.275484162,6660,13,0,2,0,0
0.0005321,65,0,50,5400,10,0,0,0,0
0.753640808,46,1,1.173530112,4200,15,1,2,0,1
0.022334361,32,0,0.410066617,1350,9,0,0,0,0
0.863787375,32,0,0.160384924,2493,2,0,0,0,0
0.9999999,84,0,8,5400,4,0,0,0,0
0.9999999,52,1,0,17500,0,0,0,0,1
0.13246921,53,0,1734,5400,7,0,1,0,0
0.024114653,71,0,1273,5400,8,0,1,0,1
0.016287325,78,0,0.005964215,3520,5,0,0,0,0
0.230589762,53,0,0.624945676,2300,11,0,1,0,1
0.005060324,68,0,3265,5400,14,0,1,0,0
0.001177376,66,0,0.350778657,11750,17,0,2,0,0
1.620817258,44,0,0.221702654,7270,10,0,0,0,1
0.202461875,57,0,2671,5400,10,0,1,0,1
0.281306715,29,1,0.117470575,4332,8,0,0,1,0
0.013835875,54,0,1290,5400,15,0,1,0,1
0.772476983,33,2,0.364518828,5974,7,0,1,0,3
0.9999999,29,0,0.194730664,7666,7,0,1,0,0
0.005760386,43,0,0.27380403,6500,16,0,1,0,0
0.009114109,74,0,352,5400,3,0,0,0,0
0.117610299,46,0,1112,5400,6,0,2,0,2
0.790695704,46,0,3148,5400,13,0,2,0,2
0.098940457,24,0,0.470623864,1650,5,0,0,0,0
0,29,0,3701,5400,7,0,1,0,0
1.011465138,57,0,1196,5400,11,0,0,0,0
0.9999999,35,0,0.313965115,9000,7,0,2,0,3
0,75,0,422,5400,6,0,0,0,0
0.112044398,42,0,0.274800812,6400,5,0,2,0,0
0.052580173,55,0,0.181370664,13000,10,0,2,0,1
0.021079984,63,0,0.433583312,11600,8,0,2,0,0
0.280998787,47,0,0.443196324,3916,11,0,1,0,1
0.023411214,50,0,0.004960657,5845,18,0,0,0,1
0.003889981,59,0,2488,5400,11,0,2,0,0
0.084374061,40,0,1357,5400,6,0,1,0,0
0.023635897,55,0,1175,5400,15,0,2,0,0
0.26932709,55,0,0.486025903,4400,16,0,1,0,0
0.38997096,61,0,0.52948848,6900,19,0,2,0,0
0.047345768,79,0,0.11859464,7200,11,0,1,0,0
0.103744813,33,1,0.327244761,5200,7,0,1,0,2
0.25853729,54,1,803,5400,15,0,0,1,0
0.007515487,73,0,0.018718503,8333,10,0,0,0,0
0.30321742,38,0,0.105186902,3450,3,0,0,0,0
0.401584103,63,0,0.469926574,6400,20,0,0,0,2
0,32,0,0,10500,2,0,0,0,0
0.029692431,58,2,0.287187752,6204,19,0,1,0,0
0.017754665,62,0,0.040758023,10500,19,0,0,0,0
0.080893368,46,0,0.417958204,10000,13,0,3,0,3
0.163776493,75,0,0.247744053,2437,11,0,0,0,0
0.154041934,35,0,0.393075356,5400,6,0,2,0,3
0.011836433,82,0,13,5400,3,0,0,0,0
0.79494435,52,2,1.212785902,5333,6,0,3,1,2
0.101436872,41,0,0.315166615,3210,8,0,1,0,2
0,49,0,0.127226956,5163,5,0,0,0,0
0.69252847,30,3,0.269824708,4791,12,1,0,1,3
0.9999999,63,0,0,6973,0,0,0,0,1
0.254671162,59,0,277,5400,5,0,0,0,3
0.137556561,61,0,0.307329463,2755,14,0,0,0,1
0.157965756,63,0,0.222686784,5500,12,0,0,0,0
0.244219028,60,0,0.206026131,11250,12,0,1,0,2
0.069968939,54,0,0.174305944,10733,7,0,1,0,1
0,52,0,0.073346333,20000,5,0,1,0,2
0.038658437,67,0,0.011994003,2000,3,0,0,0,0
0.076989002,27,0,0.12331757,2748,3,0,0,0,0
0.600618467,63,0,0.459058188,6667,11,0,2,0,0
0.122019044,54,0,0.048780488,9142,6,0,0,0,2
0.061718978,66,0,0.297639344,15249,8,0,2,0,0
0.159843264,26,0,0.257935516,4000,13,0,0,0,0
0.9999999,80,0,0.003198976,6251,1,0,0,0,0
0.021745678,84,0,42,5400,11,0,0,0,0
0.029551422,67,0,0.229580574,1811,8,0,0,0,0
0.168883112,48,0,2392,5400,3,0,2,0,0
0.009103344,59,0,0.004038772,1237,5,0,0,0,0
0.020515747,50,0,0.245448415,2965,9,0,1,1,2
0.28859775,39,0,0.450532035,4416,7,0,1,0,1
0.572317739,53,0,0.100134042,20142,6,0,1,0,2
0.213946434,44,0,1888,5400,7,0,1,0,0
0.08707836,39,0,0.317987034,9100,9,0,2,0,3
0.037561326,52,0,0.006170723,5833,2,0,0,0,0
0.654667128,45,1,0.858684985,4075,8,0,2,0,3
0.597522124,58,0,1181,5400,5,0,1,0,0
0.719069521,60,0,0.999808466,5220,14,0,1,0,0
0.313343328,36,0,0.008995502,2000,1,0,0,0,0
0.041337722,42,0,0.234887737,11000,13,0,2,0,2
0.775755449,41,2,0.503012434,7800,11,0,2,0,0
0.023512635,56,0,0.266260356,10500,8,0,2,0,3
0.875984571,78,2,0.484740951,2817,9,3,0,0,0
0.07906669,64,0,0.606273569,5833,6,0,3,0,0
0.603645873,38,0,0.111088891,10000,6,0,0,0,0
0.033307789,65,0,1171,5400,13,0,1,0,0
0.197365271,59,0,0.278229569,7500,15,0,3,0,0
0.187919463,37,0,0.426653335,7000,5,0,1,0,2
0.334855215,61,0,1.00394633,1266,8,0,3,0,1
0.502461672,60,0,4954,5400,6,0,2,0,0
0.71035747,51,0,0.235552889,5000,8,0,0,0,0
0.124875014,26,1,1.293877551,734,4,0,0,0,0
0.9999999,52,0,1062,5400,4,3,1,0,0
0.49708721,55,0,195,5400,3,0,0,0,0
0.24925005,62,0,0.416194602,3000,3,0,1,0,0
0.220397621,75,0,0.093776401,3550,8,0,0,0,0
0.030851192,58,0,0.673710602,5583,16,0,3,0,0
0.019130171,66,0,0.006398976,6250,7,0,0,0,0
0.9999999,43,1,0.107723069,4000,1,0,0,0,1
0.125581167,45,0,2006,5400,12,0,2,0,0
0.955037575,61,0,0.078730317,4000,3,0,0,0,0
0.99743766,61,2,0.901083804,6550,11,2,2,4,0
0,49,0,0.374805599,4500,10,0,1,0,2
0.149900009,81,0,0.005488002,9292,7,0,0,0,0
0,83,0,34,5400,3,0,0,0,0
0.03787017,69,0,0.520233463,2569,4,0,1,0,0
0.007625161,73,0,666,5400,13,0,1,0,0
0.970903522,42,0,0.830952889,4690,10,0,2,0,1
0.221106801,43,0,0.157212981,7333,5,0,1,0,0
0.140396331,65,0,0.369636103,7666,21,0,2,0,0
0.023732938,80,0,0.016566695,3500,5,0,0,0,0
0.002618996,80,0,0.001333111,6000,7,0,0,0,0
0.929354446,63,0,0.045131291,3655,5,0,0,0,0
0.9999999,30,0,0.081910073,2868,1,0,0,0,0
0.126809359,72,0,0.540291942,5000,7,0,2,0,0
0.008056974,40,0,0.821006417,2960,12,0,1,0,0
0.920207979,36,0,0.578458682,6461,5,0,2,0,0
0.41995842,51,0,795,5400,14,0,0,0,0
0.357347989,38,0,0.297896168,12500,9,0,1,0,3
0.822301351,44,0,0.852977926,2400,5,0,1,0,0
0.268970803,62,0,0.351549484,3000,13,1,1,0,0
0.086288228,49,0,1.512278698,1750,7,0,2,0,1
0.065927252,42,0,848,5400,10,0,0,0,0
0.126658223,36,0,0.28969697,4949,4,0,1,0,2
0.353725015,50,0,151,5400,13,2,0,0,0
0.093004734,57,0,0.255667946,8600,9,0,2,0,1
0.011999294,54,0,0.225425269,7700,7,0,1,0,1
0.846425062,61,0,0.666794332,2610,12,0,1,0,1
0.245644357,43,0,0.34313657,14314,10,0,2,0,3
0.014709932,62,0,15,5400,2,0,1,0,0
0.60814601,61,3,0.154684096,17900,17,0,1,0,1
0.071457528,67,1,3273,5400,11,0,2,0,0
0.003746466,86,1,0.13221205,4696,10,0,1,0,0
0.161722213,53,0,0.481722488,5224,9,0,3,0,3
0.9999999,35,0,0.484137563,3750,2,0,2,0,1
0.359693346,41,0,0.406332454,7200,7,0,2,0,1
0.007293903,44,0,0.861914844,4250,5,0,2,0,0
0.488364463,39,0,0.510367071,6510,15,0,2,0,2
0.400666543,33,0,0.098229832,6891,7,0,0,0,0
0,43,0,0.068448375,5200,5,0,1,0,0
0.052085824,65,0,71,5400,2,0,0,0,0
0.109115444,41,0,0.135545782,2500,11,0,0,0,0
0.100494975,48,0,0.654336416,4000,7,0,2,0,0
0.172894237,72,0,0.052912257,12000,2,0,0,0,0
0.535700773,53,0,0.257731959,3200,5,0,0,0,0
0.067812836,39,0,0.295075828,5340,17,0,1,0,0
0.00729927,84,0,0.000444346,4500,1,0,0,0,0
0,49,0,0.041894737,4749,4,0,0,0,1
0,60,0,0,9916,3,0,0,0,0
0.309570186,83,1,0.662687396,3601,4,0,2,0,1
0.088381216,65,0,0.15651307,27083,5,0,1,0,0
9.36E-05,70,0,0.150662637,4300,9,0,0,0,0
0.347097194,47,0,0.435906078,8900,9,0,3,0,0
0.486483784,33,0,0.345694273,4853,10,0,1,0,1
0.130460233,50,0,1313,5400,6,0,1,0,0
0.04759524,72,0,0.219365895,3500,3,0,0,0,0
0.03858761,54,0,0.005279578,12500,3,0,0,0,2
0.039059548,60,1,1.132773445,5000,18,0,3,0,1
0.9999999,38,0,0.901360544,3233,4,0,2,0,2
0.335310979,51,0,0.553093758,3700,8,0,2,0,2
0.112611282,43,0,0.522695461,5000,4,0,2,0,2
0.057267028,69,0,0.024430872,1800,9,0,1,0,0
0.177022274,37,0,1342,5400,7,0,2,0,0
0,73,0,0,5400,1,0,0,0,0
0.075814237,52,0,0.169112053,9200,13,0,2,0,0
0.058178383,71,0,0.137954015,3000,13,0,0,1,0
0.474850163,61,1,0.237202032,5117,14,0,0,0,0
0.007403729,62,0,2443,5400,4,0,1,0,0
0.01740913,79,0,0.151842665,5643,15,0,1,0,0
0.144825606,48,0,0.302471347,5583,4,0,1,0,2
0.251348728,42,2,0.220182545,9750,17,2,1,1,1
0,28,0,0.57467635,3166,3,0,1,0,0
0.940233948,48,0,1.226443389,4000,9,0,1,0,0
0.31087395,71,0,0.742301459,1850,8,0,0,0,0
0.110086983,69,0,0.044986386,8446,20,0,0,0,0
0.343730185,57,0,0.237847504,6150,9,0,0,0,0
0.270693178,54,0,0.486849683,5208,13,0,1,1,2
0.974067359,59,0,0.168162777,6683,5,0,0,0,0
0.051540525,34,0,0.223265455,8200,8,0,2,0,1
0.267455465,42,0,0.314354276,4583,7,0,1,0,0
0.284655956,53,0,2895,5400,5,0,1,0,0
0.01434748,54,0,0.286212046,8035,8,0,1,0,2
0.891824326,45,0,0.473099828,9906,12,0,2,2,0
0.349332354,62,0,0.33633584,12100,16,0,2,0,1
0.358885673,60,0,0.65378543,13300,17,0,2,0,0
0.02533532,53,0,0.468560905,3800,7,0,1,0,2
0.0619969,71,0,0.006259516,5910,2,0,0,0,0
0.079688773,36,0,4049,5400,8,0,2,0,0
0.99580042,50,0,0.216371151,7500,4,0,1,0,3
0,50,0,0.607412674,11250,10,0,1,0,2
0.133063118,61,0,0.781660609,3576,11,0,2,0,2
0.060191417,48,0,0.31181004,4800,7,0,2,0,0
0.9999999,29,0,0.314841849,2054,2,0,1,0,0
0.004385837,72,0,3004,5400,11,0,2,0,0
0.9999999,28,0,0,1,0,0,0,0,1
0.044381201,77,1,288,5400,5,1,1,0,0
0.331030722,47,0,0.156238632,5497,6,0,2,0,2
0.674885925,33,0,0.177958279,5416,8,1,0,0,1
0.9999999,74,0,0,5400,1,0,0,0,1
0.159106619,43,0,0.328207593,2080,7,0,0,0,0
0.054047298,45,2,0.178982102,10000,6,0,1,0,0
0.558229451,66,0,2686,5400,11,0,3,0,0
0.02985629,85,0,0.134484067,5271,7,0,1,0,0
0.004311113,46,0,0.353835151,5592,10,0,2,0,3
0.076601088,48,0,0.014873141,8000,5,0,0,0,3
0.103130045,56,0,0.219224037,6855,13,0,2,0,0
0.621380925,52,0,0.586706211,5731,10,0,2,0,3
0.853517878,49,3,0.01398286,6650,4,0,0,1,0
0.003351556,63,0,0.55570877,3625,14,0,3,0,1
0.010229982,85,0,0.000418702,7164,3,0,0,0,0
0.644080668,74,0,0.315324675,1924,7,0,1,0,1
0.068156129,65,0,0.053094691,10000,13,0,0,0,1
0.1627223,55,0,0.545165486,6918,14,0,2,0,0
0,61,0,0.132976983,9166,8,0,1,0,0
0.028932916,73,0,0.18327778,21300,11,0,2,0,0
0.138749881,61,0,0.214430482,7400,16,1,1,0,0
0.038256862,67,0,0.374840938,5500,12,0,2,0,0
0.128271762,48,0,0.189228329,14500,21,0,2,0,1
0.066077827,66,0,0.137177281,5809,6,0,1,0,1
0.111826441,37,0,0.133137543,6128,9,0,1,0,0
0.023195361,28,0,0.423171734,4867,6,0,1,0,0
0.176677418,72,0,0.230621469,8849,16,0,1,0,1
0.001262556,89,0,0.000884173,3392,13,0,0,0,0
0,78,1,0,5400,5,0,0,0,0
0.876926923,35,0,0.23150411,4500,9,0,0,0,2
0.265890112,30,2,0.476702509,5300,10,0,2,0,1
0.034935953,79,0,0.019268667,4566,15,0,0,0,1
0.053442756,54,0,0.019330756,7500,6,0,0,0,0
0.9999999,33,0,71,5400,1,2,0,1,0
0.746773963,32,0,1.763647271,1666,11,0,1,0,2
0.9999999,22,0,200,0,1,0,0,0,0
0.409644307,63,0,0.32230908,3325,6,0,0,0,0
0.383205579,41,0,694,0,4,0,0,0,0
0.755756106,47,0,0.220772193,31416,11,0,3,0,1
0.01264915,30,1,1270,5400,12,0,1,0,0
0,21,0,0,2000,1,0,0,0,0
0.310073096,43,0,385.5,1,6,0,0,0,3
0.136875975,31,0,0.892220774,2300,16,0,1,0,0
0.032060552,55,0,0.5874,4999,4,0,1,0,1
0.001398663,63,0,0.22746385,9750,11,0,2,0,1
0,46,0,0.402305611,8500,6,0,2,0,1
1.426294821,37,1,1.066404855,2800,5,1,1,0,0
0.037749142,47,1,0.618680377,3500,11,0,2,0,0
0.137459379,56,0,0.331165815,6458,14,0,1,0,2
0.55335774,46,1,0.751891074,1982,9,0,1,0,2
0.022665293,26,0,0.646772229,820,8,0,0,0,0
0.9999999,29,0,0.516571724,3861,4,0,2,0,1
0.9999999,58,0,1451,5400,3,0,1,0,0
0.00763178,56,0,0.094506018,8390,7,0,1,0,0
0.400394191,45,1,0.866579748,2300,13,0,1,0,0
0.236219127,71,0,0.015677492,5357,3,0,0,0,0
0.012797441,25,0,0.162837163,1000,4,0,0,0,0
0.033481966,27,0,0.098150782,2108,9,0,0,0,0
0.9999999,57,0,0.280327671,8300,5,0,2,0,0
0.141134792,64,0,0.2035988,3000,4,0,0,0,0
0.425418451,48,0,0.693454065,5300,20,0,2,0,2
0.135825787,45,0,0.011284102,7000,7,0,0,0,2
0.499542543,81,0,1401,5400,14,0,0,0,0
0.290850163,35,0,0.300574346,4700,12,0,0,0,0
0.545963602,51,1,2203,5400,10,0,2,0,2
0.402966155,58,0,0.34350663,4750,11,0,1,0,1
0.9999999,61,2,0.009788769,1940,1,0,0,0,0
0.86871043,27,0,0.444484113,2800,6,0,0,0,0
0.732342411,67,5,0.876435008,8100,14,0,3,3,0
0.176720582,58,0,0.050635949,4166,4,0,0,0,0
0.026910427,63,0,0.26349892,4166,14,0,1,0,0
0.016831784,80,0,0.153409091,8975,21,0,2,0,3
0,80,0,0,5400,7,0,0,0,0
0.9999999,64,0,1520,5400,4,0,1,0,0
0.166947534,25,0,0.32038835,2986,7,0,0,0,0
0.364420789,54,0,0.360699865,5200,9,0,1,0,3
0.065112533,45,0,1424,5400,12,0,1,0,0
0.9999999,31,0,0.077552257,3300,2,0,0,0,0
0,52,0,0,3647,1,0,0,0,0
0.010889677,70,1,1236,5400,12,0,1,0,0
0.512897421,70,0,0.363529757,3410,4,0,1,0,0
0,51,2,0.619670939,11000,6,0,2,0,2
0.525916864,43,0,0.08912978,6641,7,1,0,0,0
0.9999999,27,0,0.144963759,4000,2,0,0,0,0
0.9999999,55,1,0.168666538,10333,5,0,1,0,2
0.068454391,48,0,0.089739926,6997,8,0,0,0,3
0,73,0,1554,5400,8,0,1,0,0
0.9999999,48,0,0.021249469,2352,0,0,0,1,1
0.059141863,35,0,0.50029994,3333,12,0,2,0,0
0.25954809,34,1,0.133622126,3000,4,0,0,0,0
0.248587876,43,0,0.405903174,16668,13,0,2,0,1
0.010199709,86,0,0.252279635,4605,11,0,1,0,0
0.71512602,47,0,0.395006687,2242,13,0,0,0,0
0.014576081,53,0,0.210955331,9200,9,0,1,0,2
0.365029993,27,0,0.031498338,6920,6,1,0,2,1
0,83,0,4,5400,5,0,0,0,0
0.398816519,87,1,0.687639447,2240,10,0,1,0,0
0,85,0,566,5400,5,0,1,0,0
0.389748534,63,0,0.447799487,5066,15,0,1,0,0
0.022777272,50,0,0.257380457,7214,6,0,1,0,0
0.201592277,77,0,0.056792428,7500,6,0,0,0,1
0.716283716,46,0,0.26775232,5280,10,0,2,0,2
0.129621338,67,0,3070,5400,15,0,2,0,0
0.031365089,42,0,254,0,5,0,1,0,0
0.913143736,38,0,0.304231387,3733,9,0,1,0,1
0.442308844,43,0,0.063498247,5133,4,0,0,1,1
0.159607049,33,0,0.142576634,9166,9,0,0,0,3
0.622568872,41,0,0.649191299,1792,4,0,1,0,1
0.589589399,43,0,0.142385831,5758,10,0,0,0,0
0.156286582,61,0,1090,5400,4,0,2,0,0
0,49,0,0.185226847,5333,12,0,0,0,2
0,88,0,0,5400,4,0,0,0,0
0,84,0,0,5400,3,0,0,0,0
0.07425925,59,0,0.412698413,1700,11,0,0,0,1
0.001724472,55,0,0.243292785,6000,17,0,2,0,0
0.492146365,36,0,0.195149088,4493,5,0,0,0,1
0.209977475,40,0,0.536209113,7000,17,0,1,0,2
0.487834144,54,0,0.193608275,7540,7,0,1,0,0
0.48019431,50,1,2674,5400,10,0,1,0,0
0.091487716,65,0,0.328281234,9500,7,0,2,0,1
0.008779182,78,0,1512,5400,13,0,1,0,0
0,62,0,0.146081326,10500,6,0,1,0,0
